ID_Cliente,Edad,Tipo_Contrato,Cargos_Mensuales,Meses_Antiguedad,Abandono,Tipo_Contrato_Num,Abandono_Num
CLI-2124,42.0,Mensual,100.04778782656436,20.0,No,1.0,0.0
CLI-2125,52.0,Mensual,103.6829958765162,51.0,Si,1.0,1.0
CLI-2126,83.0,Anual,72.58992966923078,69.0,Si,0.0,1.0
CLI-2127,28.0,Mensual,66.7729816127862,52.0,Si,1.0,1.0
CLI-2128,21.0,Anual,80.31559481087004,15.0,Si,0.0,1.0
CLI-2129,27.0,Mensual,22.67590558103611,34.0,Si,1.0,1.0
CLI-2130,28.0,Mensual,27.681059932490886,64.0,Si,1.0,1.0
CLI-2131,56.0,Mensual,86.52741693992891,2.0,Si,1.0,1.0
CLI-2132,84.0,Mensual,89.32335802879223,17.0,No,1.0,0.0
CLI-2133,36.0,Mensual,26.730458376064696,58.0,Si,1.0,1.0
CLI-2134,77.0,Mensual,113.87056755628089,52.0,No,1.0,0.0
CLI-2135,72.0,Mensual,66.17969390832508,21.0,No,1.0,0.0
CLI-2136,23.0,Mensual,101.10637556631076,64.0,No,1.0,0.0
CLI-2138,41.0,Mensual,65.59437330009993,53.0,Si,1.0,1.0
CLI-2139,47.0,Anual,90.13054501096333,15.0,Si,0.0,1.0
CLI-2140,23.0,Mensual,117.91613423895255,8.0,Si,1.0,1.0
CLI-2141,25.0,Mensual,35.356954962755964,57.0,No,1.0,0.0
CLI-2142,58.0,Anual,55.7595763332875,49.0,No,0.0,0.0
CLI-2143,64.0,Anual,27.71407543751723,47.0,No,0.0,0.0
CLI-2144,71.0,Anual,48.91396466048691,42.0,No,0.0,0.0
CLI-2145,53.0,Anual,110.96875280043125,9.0,No,0.0,0.0
CLI-2146,77.0,Mensual,98.64524454040965,10.0,Si,1.0,1.0
CLI-2147,78.0,Anual,43.28921382340204,58.0,Si,0.0,1.0
CLI-2148,65.0,Anual,27.843936676799835,71.0,Si,0.0,1.0
CLI-2149,80.0,Anual,84.38728440068424,10.0,Si,0.0,1.0
CLI-2150,60.0,Anual,102.1835949647029,38.0,No,0.0,0.0
CLI-2151,41.0,Anual,49.0266272782535,28.0,Si,0.0,1.0
CLI-2152,51.0,Anual,68.81868567593528,18.0,Si,0.0,1.0
CLI-2153,36.0,Mensual,98.12155326957873,51.0,No,1.0,0.0
CLI-2154,73.0,Mensual,73.120943744584,14.0,Si,1.0,1.0
CLI-2155,29.0,Mensual,80.62123021453056,19.0,Si,1.0,1.0
CLI-2156,67.0,Anual,57.80797391273211,27.0,Si,0.0,1.0
CLI-2157,64.0,Mensual,104.13424056344371,54.0,No,1.0,0.0
CLI-2158,30.0,Anual,54.917668971835326,61.0,No,0.0,0.0
CLI-2159,52.0,Anual,51.93385971634925,11.0,No,0.0,0.0
CLI-2160,74.0,Mensual,22.88231607248466,48.0,Si,1.0,1.0
CLI-2161,50.0,Anual,72.25788918536962,14.0,No,0.0,0.0
CLI-2162,50.0,Mensual,70.18060603460287,41.0,Si,1.0,1.0
CLI-2163,66.0,Anual,55.3127515340405,69.0,No,0.0,0.0
CLI-2164,35.0,Mensual,92.53495276383511,31.0,No,1.0,0.0
CLI-2165,59.0,Mensual,31.022676420810384,58.0,Si,1.0,1.0
CLI-2166,76.0,Mensual,34.63728699288184,70.0,No,1.0,0.0
CLI-2167,51.0,Anual,113.89863064238602,27.0,Si,0.0,1.0
CLI-2168,44.0,Mensual,100.93289374290859,6.0,No,1.0,0.0
CLI-2169,33.0,Mensual,97.26179080175315,3.0,No,1.0,0.0
CLI-2170,84.0,Anual,119.93829532930035,50.0,No,0.0,0.0
CLI-2171,22.0,Anual,111.67266784507812,65.0,Si,0.0,1.0
CLI-2172,34.0,Anual,55.08767193100106,12.0,No,0.0,0.0
CLI-2173,59.0,Anual,52.44888599954987,55.0,No,0.0,0.0
CLI-2174,64.0,Anual,51.12690968527342,11.0,Si,0.0,1.0
CLI-2175,51.0,Mensual,100.54667638599201,59.0,No,1.0,0.0
CLI-2176,28.0,Anual,72.97377816002148,56.0,No,0.0,0.0
CLI-2177,40.0,Mensual,105.06594412427748,63.0,Si,1.0,1.0
CLI-2178,38.0,Anual,48.264037064985516,49.0,Si,0.0,1.0
CLI-2179,51.0,Anual,85.71320850602295,43.0,No,0.0,0.0
CLI-2180,41.0,Anual,31.90504295902174,46.0,No,0.0,0.0
CLI-2181,31.0,Mensual,97.3284632215755,59.0,No,1.0,0.0
CLI-2182,23.0,Mensual,85.4947554515999,24.0,No,1.0,0.0
CLI-2183,82.0,Mensual,68.44227995192193,69.0,Si,1.0,1.0
CLI-2184,64.0,Anual,40.8387681225353,71.0,Si,0.0,1.0
CLI-2185,18.0,Mensual,113.15768639956255,72.0,Si,1.0,1.0
CLI-2186,62.0,Anual,114.2052167494828,55.0,Si,0.0,1.0
CLI-2187,23.0,Mensual,104.2506836192964,42.0,No,1.0,0.0
CLI-2188,83.0,Mensual,109.96269864342756,36.0,No,1.0,0.0
CLI-2189,28.0,Anual,73.50129227730184,28.0,Si,0.0,1.0
CLI-2190,81.0,Anual,102.29328364477546,53.0,Si,0.0,1.0
CLI-2191,78.0,Anual,40.41113338669686,60.0,Si,0.0,1.0
CLI-2192,69.0,Mensual,56.90930244711481,1.0,No,1.0,0.0
CLI-2193,82.0,Anual,63.55798021700256,52.0,No,0.0,0.0
CLI-2194,50.0,Mensual,32.7120417067472,21.0,No,1.0,0.0
CLI-2195,28.0,Anual,28.018236615031647,68.0,Si,0.0,1.0
CLI-2196,51.0,Mensual,75.1346071146203,64.0,No,1.0,0.0
CLI-2197,38.0,Mensual,80.6072834411533,41.0,No,1.0,0.0
CLI-2198,56.0,Anual,113.65737549764106,5.0,Si,0.0,1.0
CLI-2199,79.0,Mensual,98.21581450811088,48.0,No,1.0,0.0
EXTRA-1,,Mensuall,,,,,
